,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Index,Customer Names,Index,Product Name,id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State Code,Region
36761,SO - 0003083,2016-05-18,47,Wholesale,USD,FLR025,906,27,10,1862.6000000000001,18626.0,1303.82,47,Gigabox Group,27,Product 27,906,Pearland,Fort Bend County/Harris County/Brazoria County,TX,Texas,City,29.55576,-95.32307,832,108821,34776,95972,119994309,454012,America/Chicago,TX,South
36762,SO - 0007498,2016-05-18,87,Distributor,USD,FLR025,651,4,9,1045.2,9406.800000000001,836.1600000000001,87,Johnson Ltd,4,Product 4,651,Asheville,Buncombe County,NC,North Carolina,City,35.60095,-82.55402,828,88512,37672,43334,117903570,998463,America/New York,NC,South
36763,SO - 0007704,2016-05-18,106,Wholesale,USD,AXW291,209,18,7,3772.1,26404.7,1961.492,106,Organon Corp,18,Product 18,209,Vacaville,Solano County,CA,California,City,38.35658,-121.98774,707,96803,31798,74001,74615969,541215,America/Los Angeles,CA,West
36764,SO - 0007827,2016-05-18,13,Wholesale,USD,NXH382,865,21,10,167.5,1675.0,107.2,13,Nexus Group,21,Product 21,865,Brownsville,Cameron County,TX,Texas,City,25.90175,-97.49748,956,183887,51563,32894,343092656,35763836,America/Chicago,TX,South
36765,SO - 0009933,2016-05-18,39,Wholesale,USD,AXW291,841,10,11,3497.4,38471.4,2937.816,39,Kazu Corp,10,Product 10,841,North Charleston,Dorchester County/Berkeley County/Charleston County,SC,South Carolina,City,32.91782,-80.06503,843,108304,37597,39543,190807625,8969264,America/New York,SC,South
36766,SO - 0002534,2016-05-18,98,Wholesale,USD,NXH382,235,4,7,1815.7,12709.9,1325.461,98,Natures Group,4,Product 4,235,Greeley,Weld County,CO,Colorado,City,40.42331,-104.70913,970,100883,33774,48813,123893579,314890,America/Denver,CO,West
36767,SO - 0010461,2016-05-18,13,Wholesale,USD,GUT930,542,25,9,817.4,7356.599999999999,678.4419999999999,13,Nexus Group,25,Product 25,542,Cambridge,Middlesex County,MA,Massachusetts,City,42.3751,-71.10561,857,110402,43801,79416,16556713,1861901,America/New York,MA,Northeast
36768,SO - 0003515,2016-05-18,52,Distributor,USD,GUT930,859,6,8,1956.4,15651.2,782.5600000000001,52,Avamba Company,6,Product 6,859,Amarillo,Randall County/Potter County,TX,Texas,City,35.19988,-101.8302,806,198645,74769,47735,262507124,4049009,America/Chicago,TX,South
36769,SO - 0004500,2016-05-18,173,Export,USD,NXH382,114,4,7,1018.4,7128.8,580.4879999999999,173,H Ltd,4,Product 4,114,Lake Forest,Orange County,CA,California,City,33.64697,-117.68922,949,82492,27044,91254,43081766,198785,America/Los Angeles,CA,West
36770,SO - 0005909,2016-05-18,4,Wholesale,USD,AXW291,929,17,9,3859.2000000000003,34732.8,1813.824,4,Eire Corp,17,Product 17,929,Ogden,Weber County,UT,Utah,City,41.223,-111.97383,385,85444,30016,41036,70578978,8202,America/Denver,UT,West
36771,SO - 0007257,2016-05-18,128,Distributor,USD,GUT930,198,6,12,1842.5,22110.0,1510.85,128,Cantrell Company,6,Product 6,198,Stockton,San Joaquin County,CA,California,City,37.9577,-121.29078,209,305658,92440,44797,159717213,7984586,America/Los Angeles,CA,West
36772,SO - 0001157,2016-05-18,69,Export,USD,AXW291,918,28,12,2237.8,26853.600000000002,1118.9,69,Vinte Group,28,Product 28,918,Sugar Land,Fort Bend County,TX,Texas,City,29.61968,-95.63495,832,88156,27587,104939,87000646,5422337,America/Chicago,TX,South
36773,SO - 0001620,2016-05-18,86,Export,USD,AXW291,125,14,7,1065.3,7457.099999999999,713.751,86,Voolith Ltd,14,Product 14,125,Menifee,Riverside County,CA,California,City,33.72835,-117.14642,951,87174,27524,55985,120362837,388769,America/Los Angeles,CA,West
36774,SO - 0003927,2016-05-18,175,Wholesale,USD,GUT930,573,3,5,207.70000000000002,1038.5,128.774,175,SHISEIDO Ltd,3,Product 3,573,Gaithersburg,Montgomery County,MD,Maryland,City,39.14344,-77.20137,301,67456,23550,80734,26572283,337432,America/New York,MD,South
36775,SO - 000283,2016-05-18,127,Wholesale,USD,AXW291,484,4,12,938.0,11256.0,412.72,127,Topco Company,4,Product 4,484,Fishers,Hamilton County,IN,Indiana,City,39.95559,-86.01387,317,88658,29366,95487,90568356,5813425,America/Indiana/Indianapolis,IN,Midwest
36776,SO - 000966,2016-05-18,132,Wholesale,USD,NXH382,657,2,5,3115.5,15577.5,1246.2,132,CLINIQUE Ltd,2,Product 2,657,Durham,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,919,257636,100513,50420,284339132,2323182,America/New York,NC,South
36777,SO - 0005891,2016-05-18,135,Wholesale,USD,AXW291,357,4,7,1969.8,13788.6,1654.6319999999998,135,Kaymbo Company,4,Product 4,357,Brookhaven,DeKalb County,GA,Georgia,City,33.85844,-84.3402,678,51910,21780,69277,29997184,312796,America/New York,GA,South
36778,SO - 0006886,2016-05-18,141,Distributor,USD,AXW291,790,6,8,1125.6000000000001,9004.800000000001,585.3120000000001,141,Skinder Group,6,Product 6,790,Plain,Stark County,OH,Ohio,Township,40.8686,-81.36892,330,52710,21793,53010,70706745,423066,America/New York,OH,Midwest
36779,SO - 0007245,2016-05-18,96,Export,USD,GUT930,331,25,8,2546.0,20368.0,1196.62,96,Thoughtmix Ltd,25,Product 25,331,Poinciana,Polk County/Osceola County,FL,Florida,CDP,28.11873,-81.47923,863,56678,17275,39839,186162684,2719596,America/New York,FL,South
36780,SO - 0002965,2016-05-19,146,Wholesale,USD,GUT930,863,18,6,167.5,1005.0,110.55000000000001,146,Vimbo Company,18,Product 18,863,Baytown,Harris County/Chambers County,TX,Texas,City,29.75937,-94.96296,832,76335,25793,48103,99850842,2845132,America/Chicago,TX,South
36781,SO - 0007132,2016-05-19,74,Distributor,USD,GUT930,744,4,9,3979.8,35818.200000000004,1830.708,74,Dazzlesphe Corp,4,Product 4,744,Hamburg (Town),Erie County,NY,New York,Town,42.73911,-78.85713,716,58022,23895,62383,107025337,71731,America/New York,NY,Northeast
36782,SO - 0010713,2016-05-19,107,Wholesale,USD,AXW291,840,17,12,931.3000000000001,11175.6,651.91,107,NCS Group,17,Product 17,840,Mount Pleasant,Charleston County,SC,South Carolina,Town,32.79407,-79.86259,843,81317,30007,77638,116880751,19480791,America/New York,SC,South
36783,SO - 0010072,2016-05-19,158,Wholesale,USD,GUT930,779,26,8,3296.4,26371.2,1911.912,158,Linklinks Ltd,26,Product 26,779,Colerain,Hamilton County,OH,Ohio,Township,39.25479,-84.62414,513,58838,22193,56299,110938846,901289,America/New York,OH,Midwest
36784,SO - 000784,2016-05-19,64,Export,USD,AXW291,966,9,11,194.3,2137.3,110.75099999999999,64,Fatz Group,9,Product 9,966,Marysville,Snohomish County,WA,Washington,City,48.05176,-122.17708,360,66773,22653,65434,53590066,675885,America/Los Angeles,WA,West
36785,SO - 0001082,2016-05-19,127,Distributor,USD,NXH382,326,4,7,3899.4,27295.8,1832.7179999999998,127,Topco Company,4,Product 4,326,Pembroke Pines,Broward County,FL,Florida,City,26.00315,-80.22394,954,166611,56171,61279,85539498,5033092,America/New York,FL,South
36786,SO - 0002386,2016-05-19,112,Wholesale,USD,AXW291,681,1,10,1045.2,10452.0,522.6,112,Skiptube Ltd,1,Product 1,681,Cherry Hill,Camden County,NJ,New Jersey,Township,39.90461,-74.997,856,71340,26067,92185,62351899,316423,America/New York,NJ,Northeast
36787,SO - 0002475,2016-05-19,138,Distributor,USD,AXW291,766,17,9,5628.0,50652.0,4333.56,138,Zoovu Corp,17,Product 17,766,Syracuse,Onondaga County,NY,New York,City,43.04812,-76.14742,315,144142,54781,31881,64867329,1463257,America/New York,NY,Northeast
36788,SO - 0002906,2016-05-19,71,Wholesale,USD,FLR025,730,15,5,174.20000000000002,871.0000000000001,116.71400000000001,71,Remedy Ltd,15,Product 15,730,Albany,Albany County,NY,New York,City,42.65258,-73.75623,518,98469,40283,40949,55395227,1418568,America/New York,NY,Northeast
36789,SO - 0003918,2016-05-19,93,Wholesale,USD,AXW291,121,26,6,1105.5,6633.0,851.235,93,Meejo Corp,26,Product 26,121,Los Angeles,Los Angeles County,CA,California,City,34.05223,-118.24368,213,3971883,1342761,50205,1214027148,88124562,America/Los Angeles,CA,West
36790,SO - 0003954,2016-05-19,137,Export,USD,NXH382,307,9,11,5581.1,61392.100000000006,3237.038,137,Aldi Ltd,9,Product 9,307,Kissimmee,Osceola County,FL,Florida,City,28.29196,-81.40757,407,69152,20765,37487,53929070,1760423,America/New York,FL,South
36791,SO - 0005791,2016-05-19,91,Distributor,USD,NXH382,129,28,5,3162.4,15812.0,1865.816,91,Zoonder Group,28,Product 28,129,Modesto,Stanislaus County,CA,California,City,37.6391,-120.99688,209,211266,70481,48577,111285594,4760783,America/Los Angeles,CA,West
36792,SO - 0010473,2016-05-19,86,Wholesale,USD,GUT930,207,16,6,2519.2000000000003,15115.2,1007.6800000000002,86,Voolith Ltd,16,Product 16,207,Union City,Alameda County,CA,California,City,37.59583,-122.01917,510,74494,20461,85521,50244982,0,America/Los Angeles,CA,West
36793,SO - 0004421,2016-05-19,26,Distributor,USD,AXW291,282,25,7,227.8,1594.6000000000001,113.9,26,Avavee Group,25,Product 25,282,Boynton Beach,Palm Beach County,FL,Florida,City,26.52535,-80.06643,561,73966,28989,46178,41932052,854911,America/New York,FL,South
36794,SO - 0004715,2016-05-19,101,Wholesale,USD,AXW291,316,14,10,234.5,2345.0,119.595,101,Feednation Corp,14,Product 14,316,Miami Gardens,Miami-Dade County,FL,Florida,City,25.94204,-80.2456,305,113187,31003,38253,47236363,2016214,America/New York,FL,South
36795,SO - 0007935,2016-05-19,156,Wholesale,USD,AXW291,865,4,7,2010.0,14070.0,1688.3999999999999,156,Actavis Company,4,Product 4,865,Brownsville,Cameron County,TX,Texas,City,25.90175,-97.49748,956,183887,51563,32894,343092656,35763836,America/Chicago,TX,South
36796,SO - 0009957,2016-05-19,160,Wholesale,USD,AXW291,936,8,5,1085.4,5427.0,911.736,160,Browsebug Company,8,Product 8,936,Taylorsville,Salt Lake County,UT,Utah,City,40.66772,-111.93883,385,60514,19443,58524,28105842,0,America/Denver,UT,West
36797,SO - 0008185,2016-05-19,107,Wholesale,USD,NXH382,484,22,11,1058.6000000000001,11644.600000000002,561.0580000000001,107,NCS Group,22,Product 22,484,Fishers,Hamilton County,IN,Indiana,City,39.95559,-86.01387,317,88658,29366,95487,90568356,5813425,America/Indiana/Indianapolis,IN,Midwest
36798,SO - 0008388,2016-05-19,7,Wholesale,USD,AXW291,750,1,6,1969.8,11818.8,1181.8799999999999,7,Skidoo Company,1,Product 1,750,Islip,Suffolk County,NY,New York,Town,40.71258,-73.19552,631,336113,101387,86864,268844871,153259682,America/New York,NY,Northeast
36799,SO - 0009007,2016-05-19,3,Export,USD,FLR025,673,4,5,690.1,3450.5,496.872,3,Ascend Ltd,4,Product 4,673,Grand Island,Hall County,NE,Nebraska,City,40.92501,-98.34201,308,51440,18721,46831,77023269,513964,America/Chicago,NE,Midwest
36800,SO - 0002424,2016-05-19,93,Wholesale,USD,NXH382,422,13,11,2257.9,24836.9,1670.846,93,Meejo Corp,13,Product 13,422,Joliet (Township),Will County,IL,Illinois,Township,41.50829,-88.08257,815,87325,29476,43788,91291805,2169856,America/Chicago,IL,Midwest
36801,SO - 0004778,2016-05-19,60,Distributor,USD,NXH382,563,25,8,2358.4,18867.2,1768.8000000000002,60,BTA Corp,25,Product 25,563,Weymouth Town,Norfolk County,MA,Massachusetts,City,42.20668,-70.94585000000001,339,55957,22708,69123,43424653,12456851,America/New York,MA,Northeast
36802,SO - 0005707,2016-05-19,64,Wholesale,USD,AXW291,172,3,6,5165.7,30994.199999999997,2737.821,64,Fatz Group,3,Product 3,172,Sacramento,Sacramento County,CA,California,City,38.58157,-121.4944,530,490712,178185,50739,253621861,5651667,America/Los Angeles,CA,West
36803,SO - 0006770,2016-05-19,63,Distributor,USD,AXW291,690,25,8,3175.8,25406.4,2540.6400000000003,63,Pfizer Corp,25,Product 25,690,Howell,Monmouth County,NJ,New Jersey,Township,40.18205,-74.19852,848,52104,17638,93733,156847674,1689058,America/New York,NJ,Northeast
36804,SO - 0004040,2016-05-19,67,Wholesale,USD,GUT930,796,14,5,1005.0,5025.0,572.8499999999999,67,Skyble Corp,14,Product 14,796,Broken Arrow,Wagoner County/Tulsa County,OK,Oklahoma,City,36.03653,-95.781,918,106563,37246,67131,159889421,1579677,America/Chicago,OK,South
36805,SO - 0005714,2016-05-19,34,Wholesale,USD,NXH382,407,26,10,167.5,1675.0,117.24999999999999,34,Z.H.T. Group,26,Product 26,407,Decatur (Township),Macon County,IL,Illinois,Township,39.8463,-88.95822,217,50930,21348,35606,75341124,5287646,America/Chicago,IL,Midwest
36806,SO - 0006477,2016-05-19,71,Distributor,USD,GUT930,973,21,6,2572.8,15436.800000000001,1595.1360000000002,71,Remedy Ltd,21,Product 21,973,Seattle,King County,WA,Washington,City,47.60621,-122.33207,206,684451,296633,70594,217138889,152104725,America/Los Angeles,WA,West
36807,SO - 0007518,2016-05-19,78,Wholesale,USD,GUT930,522,28,11,254.6,2800.6,157.852,78,US Ltd,28,Product 28,522,Overland Park,Johnson County,KS,Kansas,City,38.98223,-94.67079,913,186515,74830,72463,194562941,1309517,America/Chicago,KS,Midwest
36808,SO - 0010457,2016-05-19,56,Wholesale,USD,AXW291,810,25,12,1762.1000000000001,21145.2,1497.785,56,Realpoint Corp,25,Product 25,810,Eugene,Lane County,OR,Oregon,City,44.05207,-123.08675,541,163460,66093,43101,114273476,58974,America/Los Angeles,OR,West
36809,SO - 0001705,2016-05-19,139,Wholesale,USD,AXW291,94,2,8,2010.0,16080.0,924.6,139,Zoomzone Corp,2,Product 2,94,Garden Grove,Orange County,CA,California,City,33.77391,-117.94145,657,175393,46998,58449,46508935,45894,America/Los Angeles,CA,West
36810,SO - 0008265,2016-05-19,72,Distributor,USD,FLR025,989,9,8,3055.2000000000003,24441.600000000002,2230.2960000000003,72,Wordware Company,9,Product 9,989,Oshkosh,Winnebago County,WI,Wisconsin,City,44.02471,-88.54261,920,66555,26152,42650,69403360,2631938,America/Chicago,WI,Midwest
36811,SO - 0010337,2016-05-19,166,Wholesale,USD,GUT930,506,5,10,2579.5,25795.0,1315.545,166,Brainspher Ltd,5,Product 5,506,Pleasant,Johnson County,IN,Indiana,Township,39.58265,-86.095,317,57212,21327,52414,91368354,44811,America/Indiana/Indianapolis,IN,Midwest
36812,SO - 0009400,2016-05-19,51,Wholesale,USD,AXW291,15,14,9,857.6,7718.400000000001,728.96,51,Yombu Corp,14,Product 14,15,North Little Rock,Pulaski County,AR,Arkansas,City,34.76954,-92.26709,501,66504,25538,39591,134251406,7803863,America/Chicago,AR,South
36813,SO - 0010463,2016-05-19,109,Wholesale,USD,AXW291,283,15,11,3128.9,34417.9,2628.276,109,WOCKHARDT Group,15,Product 15,283,Bradenton,Manatee County,FL,Florida,City,27.49893,-82.57482,941,54437,20649,40227,37010957,7032997,America/New York,FL,South
36814,SO - 000547,2016-05-20,96,Wholesale,USD,GUT930,296,13,11,1051.9,11570.900000000001,736.33,96,Thoughtmix Ltd,13,Product 13,296,Fort Lauderdale,Broward County,FL,Florida,City,26.12231,-80.14338,954,178590,73446,50778,89672308,4372775,America/New York,FL,South
36815,SO - 000674,2016-05-20,34,Wholesale,USD,GUT930,228,26,6,3886.0,23316.0,2176.1600000000003,34,Z.H.T. Group,26,Product 26,228,Castle Rock,Douglas County,CO,Colorado,Town,39.37221,-104.85609,303,55591,18721,88294,88307900,0,America/Denver,CO,West
36816,SO - 0001083,2016-05-20,171,Export,USD,GUT930,211,4,6,1842.5,11055.0,976.5250000000001,171,Accord Group,4,Product 4,211,Victorville,San Bernardino County,CA,California,City,34.53611,-117.29116,760,122225,31886,45894,189919736,1459026,America/Los Angeles,CA,West
36817,SO - 0002036,2016-05-20,11,Wholesale,USD,GUT930,861,24,9,1983.2,17848.8,1170.088,11,Voonyx Group,24,Product 24,861,Atascocita,Harris County,TX,Texas,CDP,29.99883,-95.1766,832,69470,21812,84982,62552086,449664,America/Chicago,TX,South
36818,SO - 0005180,2016-05-20,153,Distributor,USD,GUT930,291,15,9,2693.4,24240.600000000002,2289.39,153,WOONSOCKET Corp,15,Product 15,291,Daytona Beach,Volusia County,FL,Florida,City,29.21081,-81.02283,386,64736,26998,27901,168629342,6531106,America/New York,FL,South
36819,SO - 0005526,2016-05-20,95,Export,USD,GUT930,283,7,11,1051.9,11570.900000000001,631.14,95,Realbridge Corp,7,Product 7,283,Bradenton,Manatee County,FL,Florida,City,27.49893,-82.57482,941,54437,20649,40227,37010957,7032997,America/New York,FL,South
36820,SO - 0006908,2016-05-20,80,Distributor,USD,GUT930,175,14,6,2485.7000000000003,14914.2,1715.133,80,Realbuzz Ltd,14,Product 14,175,San Buenaventura (Ventura),Ventura County,CA,California,City,34.26778,-119.25421,805,109708,41029,66995,56500370,27033715,America/Los Angeles,CA,West
36821,SO - 0006975,2016-05-20,1,Wholesale,USD,GUT930,832,17,12,683.4,8200.8,492.04799999999994,1,Geiss Company,17,Product 17,832,Upper Darby,Delaware County,PA,Pennsylvania,Township,39.94901,-75.28912,610,82878,30226,49783,20267658,0,America/New York,PA,Northeast
36822,SO - 0010540,2016-05-20,164,Wholesale,USD,AXW291,41,16,10,1708.5,17085.0,1008.015,164,Divanoodle Ltd,16,Product 16,41,Anaheim,Orange County,CA,California,City,33.83529,-117.9145,657,350742,99670,60752,129438076,2457142,America/Los Angeles,CA,West
36823,SO - 0010488,2016-05-20,8,Distributor,USD,GUT930,298,14,6,3845.8,23074.800000000003,2845.8920000000003,8,Amerisourc Corp,14,Product 14,298,Fountainebleau,Miami-Dade County,FL,Florida,CDP,25.77288,-80.34783,305,53413,18175,42444,10003979,542329,America/New York,FL,South
36824,SO - 0001258,2016-05-20,82,Distributor,USD,AXW291,589,4,6,1072.0,6432.0,621.76,82,Accudial Company,4,Product 4,589,Flint,Genesee County,MI,Michigan,City,43.01253,-83.68746,810,98310,40260,24862,86496836,1713490,America/Detroit,MI,Midwest
36825,SO - 0001380,2016-05-20,41,Export,USD,AXW291,450,29,12,991.6,11899.2,654.456,41,Pixoboo Corp,29,Product 29,450,Proviso,Cook County,IL,Illinois,Township,41.86472,-87.87119,708,151772,54255,53281,76908074,254,America/Chicago,IL,Midwest
36826,SO - 0001504,2016-05-20,143,Wholesale,USD,GUT930,839,23,11,2519.2000000000003,27711.200000000004,1184.0240000000001,143,Mita Corp,23,Product 23,839,Greenville,Greenville County,SC,South Carolina,City,34.85262,-82.39401,864,64579,26636,41924,74913028,364965,America/New York,SC,South
36827,SO - 0001920,2016-05-20,130,Wholesale,USD,FLR025,193,15,9,6224.3,56018.700000000004,3112.15,130,Jayo Company,15,Product 15,193,Santee,San Diego County,CA,California,City,32.83838,-116.97392,619,57787,19364,76104,42058355,758838,America/Los Angeles,CA,West
36828,SO - 0004328,2016-05-20,126,Wholesale,USD,AXW291,264,26,8,1058.6000000000001,8468.800000000001,698.6760000000002,126,Rhynoodle Ltd,26,Product 26,264,New Haven (Town),New Haven County,CT,Connecticut,Town,41.310810000000004,-72.92495,203,130322,49771,37192,48407373,3739487,America/New York,CT,Northeast
36829,SO - 0006275,2016-05-20,4,Wholesale,USD,AXW291,612,15,9,3805.6,34250.4,1598.3519999999999,4,Eire Corp,15,Product 15,612,Ypsilanti (Charter Township),Washtenaw County,MI,Michigan,Charter Township,42.21368,-83.59918,734,54613,22071,45517,77521532,4645700,America/Detroit,MI,Midwest
36830,SO - 0006780,2016-05-20,145,Distributor,USD,NXH382,57,25,11,3926.2000000000003,43188.200000000004,1688.266,145,Janyx Group,25,Product 25,57,Castro Valley,Alameda County,CA,California,CDP,37.6941,-122.08635,510,62363,22164,85596,43349342,822982,America/Los Angeles,CA,West
36831,SO - 0009506,2016-05-20,156,Wholesale,USD,GUT930,692,12,10,1279.7,12797.0,652.647,156,Actavis Company,12,Product 12,692,Jackson,Ocean County,NJ,New Jersey,Township,40.0908,-74.36126,848,56416,20131,84871,256852907,3574864,America/New York,NJ,Northeast
36832,SO - 0001840,2016-05-20,47,Wholesale,USD,AXW291,568,13,12,884.4,10612.8,636.7679999999999,47,Gigabox Group,13,Product 13,568,Bowie,Prince George's County,MD,Maryland,City,38.94278,-76.73028,301,58025,19885,105959,49107130,236872,America/New York,MD,South
36833,SO - 0004620,2016-05-20,175,Export,USD,AXW291,507,6,11,3839.1,42230.1,2188.287,175,SHISEIDO Ltd,6,Product 6,507,Portage,St. Joseph County,IN,Indiana,Township,41.66997,-86.27628,574,93008,32714,33567,89259849,1139710,America/Indiana/Indianapolis,IN,Midwest
36834,SO - 0006000,2016-05-20,12,Distributor,USD,NXH382,187,3,9,730.3000000000001,6572.700000000001,438.18,12,Realcube Company,3,Product 3,187,Santa Clara,Santa Clara County,CA,California,City,37.35411,-121.95524,408,126215,43433,98914,47678886,0,America/Los Angeles,CA,West
36835,SO - 0008372,2016-05-20,86,Export,USD,AXW291,110,26,5,938.0,4690.0,534.66,86,Voolith Ltd,26,Product 26,110,Jurupa Valley,Riverside County,CA,California,City,34.00259,-117.46761,951,100314,24839,57749,111216400,1914744,America/Los Angeles,CA,West
36836,SO - 000110,2016-05-20,110,Wholesale,USD,NXH382,158,4,6,1956.4,11738.400000000001,1212.968,110,Holston Company,4,Product 4,158,Poway,San Diego County,CA,California,City,32.96282,-117.03586,858,50157,15832,95815,101214289,223435,America/Los Angeles,CA,West
36837,SO - 000271,2016-05-20,161,Wholesale,USD,GUT930,498,13,12,174.20000000000002,2090.4,139.36,161,Aveda Group,13,Product 13,498,New Albany (Township),Floyd County,IN,Indiana,Township,38.31527,-85.83185,812,50145,19859,46329,99744029,1266016,America/Kentucky/Louisville,IN,Midwest
36838,SO - 0001671,2016-05-20,130,Wholesale,USD,AXW291,205,4,6,1105.5,6633.0,906.51,130,Jayo Company,4,Product 4,205,Turlock,Stanislaus County,CA,California,City,37.49466,-120.84659,209,72292,23983,51401,43830795,69528,America/Los Angeles,CA,West
36839,SO - 0001802,2016-05-20,81,Distributor,USD,AXW291,332,18,9,1159.1000000000001,10431.900000000001,533.186,81,General Company,18,Product 18,332,Pompano Beach,Broward County,FL,Florida,City,26.23786,-80.12477,954,107762,41422,41321,62261002,1737713,America/New York,FL,South
36840,SO - 0002282,2016-05-20,165,Wholesale,USD,AXW291,901,27,9,2418.7000000000003,21768.300000000003,1596.3420000000003,165,Buzzshare Company,27,Product 27,901,Missouri City,Fort Bend County/Harris County,TX,Texas,City,29.56294,-95.536,832,74139,23231,87955,74668457,3571457,America/Chicago,TX,South
36841,SO - 0006725,2016-05-20,133,Distributor,USD,AXW291,266,28,9,2458.9,22130.100000000002,1180.272,133,Mydo Corp,28,Product 28,266,Norwalk (Town),Fairfield County,CT,Connecticut,Town,41.09274,-73.4198,203,88485,34137,76987,59275297,34928497,America/New York,CT,Northeast
36842,SO - 0007323,2016-05-20,56,Wholesale,USD,AXW291,133,25,12,1762.1000000000001,21145.2,1497.785,56,Realpoint Corp,25,Product 25,133,Mountain View,Santa Clara County,CA,California,City,37.38605,-122.08385,650,80435,32714,103488,31062820,719721,America/Los Angeles,CA,West
36843,SO - 0010745,2016-05-20,10,Wholesale,USD,AXW291,115,14,5,2566.1,12830.5,1026.44,10,Unit Ltd,14,Product 14,115,Lakewood,Los Angeles County,CA,California,City,33.85363,-118.13396,562,81611,26083,79193,24394508,133056,America/Los Angeles,CA,West
36844,SO - 0009864,2016-05-20,13,Wholesale,USD,GUT930,119,15,11,2452.2000000000003,26974.200000000004,1029.924,13,Nexus Group,15,Product 15,119,Lodi,San Joaquin County,CA,California,City,38.1302,-121.27245,209,64596,22423,49316,35406139,553120,America/Los Angeles,CA,West
36845,SO - 000294,2016-05-20,9,Wholesale,USD,AXW291,199,5,8,5031.7,40253.6,3471.8729999999996,9,Walgreen Corp,5,Product 5,199,Sunnyvale,Santa Clara County,CA,California,City,37.36883,-122.03635,408,151754,55094,105401,56936612,1817655,America/Los Angeles,CA,West
36846,SO - 0004890,2016-05-20,99,Wholesale,USD,AXW291,862,26,7,167.5,1172.5,122.27499999999999,99,Flipbug Ltd,26,Product 26,862,Austin,Hays County/Williamson County/Travis County,TX,Texas,City,30.30394,-97.75436,512,931830,351195,57689,809976356,17536404,America/Chicago,TX,South
36847,SO - 0004933,2016-05-20,163,Wholesale,USD,AXW291,577,25,11,857.6,9433.6,420.224,163,Zava Group,25,Product 25,577,Silver Spring,Montgomery County,MD,Maryland,CDP,38.99067,-77.02609,301,75748,30684,72887,20424526,75600,America/New York,MD,South
36848,SO - 0006504,2016-05-20,76,Wholesale,USD,AXW291,987,12,9,2807.3,25265.7,2049.329,76,NARS Group,12,Product 12,987,Madison,Dane County,WI,Wisconsin,City,43.07305,-89.40123,608,248951,104087,54896,199339279,44491310,America/Chicago,WI,Midwest
36849,SO - 0007142,2016-05-20,40,Wholesale,USD,NXH382,35,8,5,1902.8,9514.0,932.372,40,Twinte Group,8,Product 8,35,Tempe,Maricopa County,AZ,Arizona,City,33.41477,-111.90931,480,175826,64810,49012,103510700,674096,America/Phoenix,AZ,West
36850,SO - 0008124,2016-05-20,74,Distributor,USD,AXW291,252,26,8,1018.4,8147.2,794.352,74,Dazzlesphe Corp,26,Product 26,252,Greenwich,Fairfield County,CT,Connecticut,Town,41.04537,-73.63402,203,62695,22083,128153,123574542,50755176,America/New York,CT,Northeast
36851,SO - 0002701,2016-05-20,61,Export,USD,AXW291,983,10,7,5755.3,40287.1,3683.3920000000003,61,Eidel Corp,10,Product 10,983,Green Bay,Brown County,WI,Wisconsin,City,44.51916,-88.01983,920,105207,42308,42826,117673093,27054147,America/Chicago,WI,Midwest
36852,SO - 0003756,2016-05-20,136,Export,USD,AXW291,300,30,10,221.1,2211.0,128.238,136,Bath Group,30,Product 30,300,Hialeah,Miami-Dade County,FL,Florida,City,25.8576,-80.27811,305,237069,69219,29249,55623172,3481216,America/New York,FL,South
36853,SO - 0004462,2016-05-20,165,Distributor,USD,FLR025,746,4,11,837.5,9212.5,502.5,165,Buzzshare Company,4,Product 4,746,Hempstead (Town),Nassau County,NY,New York,Town,40.63396,-73.6091,516,771018,241539,94999,307389025,189288363,America/New York,NY,Northeast
36854,SO - 0004680,2016-05-20,7,Wholesale,USD,GUT930,427,21,11,1125.6000000000001,12381.600000000002,607.8240000000001,7,Skidoo Company,21,Product 21,427,Lyons (Township),Cook County,IL,Illinois,Township,41.77475,-87.8596,708,112890,39769,66065,94153993,1462083,America/Chicago,IL,Midwest
36855,SO - 0006468,2016-05-20,113,Wholesale,USD,AXW291,751,2,8,3845.8,30766.4,2269.022,113,Talane Group,2,Product 2,751,Levittown,Nassau County,NY,New York,CDP,40.72593,-73.51429,516,52485,16454,98810,17640421,64664,America/New York,NY,Northeast
36856,SO - 0007143,2016-05-20,15,Wholesale,USD,NXH382,365,27,10,1025.1000000000001,10251.000000000002,645.8130000000001,15,Centizu Company,27,Product 27,365,Smyrna,Cobb County,GA,Georgia,City,33.88399,-84.51438,770,56146,23666,62363,40421607,91658,America/New York,GA,South
36857,SO - 0007646,2016-05-20,117,Distributor,USD,GUT930,696,2,7,3886.0,27202.0,2914.5,117,ALK-Abello Ltd,2,Product 2,696,Middletown,Monmouth County,NJ,New Jersey,Township,40.40709,-74.06984,848,66024,23674,102474,106062802,46023393,America/New York,NJ,Northeast
